,Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Credit risk,Number of Accounts
653,0_to_200_dm,36,delay_in_past,car_new,8086,100_to_500_dm,7_more_years,2,male_single,none,4,car_or_other,42,none,own,4,management_self_employed_highly_qualified,1,yes,yes,1,2
654,no_checking_account,24,critical_account,car_used,2346,less_than_100_dm,4_7_years,4,male_single,none,3,car_or_other,35,none,own,2,skilled_employee,1,yes,yes,0,1
655,less_than_0_dm,14,existing_credits_paid_back_till_now,car_new,3973,less_than_100_dm,unemployed,1,male_single,none,4,unknown_or_no_property,22,none,for_free,1,skilled_employee,1,none,yes,0,1
656,0_to_200_dm,12,existing_credits_paid_back_till_now,car_new,888,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,none,yes,1,2
657,no_checking_account,48,existing_credits_paid_back_till_now,radio_television,10222,unknown_or_no_savings_account,4_7_years,4,male_single,none,3,car_or_other,37,stores,own,1,skilled_employee,1,yes,yes,0,1
658,0_to_200_dm,30,no_credits_taken,business,4221,less_than_100_dm,1_4_years,2,female_divorced_separated_married,none,1,car_or_other,28,none,own,2,skilled_employee,1,none,yes,0,1
659,0_to_200_dm,18,critical_account,furniture_equipment,6361,less_than_100_dm,7_more_years,2,male_single,none,1,unknown_or_no_property,41,none,own,1,skilled_employee,1,yes,yes,0,1
660,greater_than_200_dm,12,existing_credits_paid_back_till_now,radio_television,1297,less_than_100_dm,1_4_years,3,male_married_widowed,none,4,real_estate,23,none,rent,1,skilled_employee,1,none,yes,0,1
661,less_than_0_dm,12,existing_credits_paid_back_till_now,car_new,900,unknown_or_no_savings_account,1_4_years,4,male_married_widowed,none,2,car_or_other,23,none,own,1,skilled_employee,1,none,yes,1,2
662,no_checking_account,21,existing_credits_paid_back_till_now,furniture_equipment,2241,less_than_100_dm,7_more_years,4,male_single,none,2,real_estate,50,none,own,2,skilled_employee,1,none,yes,0,1
663,0_to_200_dm,6,delay_in_past,furniture_equipment,1050,less_than_100_dm,unemployed,4,male_single,none,1,savings_agreement_life_insurance,35,stores,own,2,management_self_employed_highly_qualified,1,yes,yes,0,1
664,greater_than_200_dm,6,critical_account,education,1047,less_than_100_dm,1_4_years,2,female_divorced_separated_married,none,4,savings_agreement_life_insurance,50,none,own,1,unskilled_resident,1,none,yes,0,1
665,no_checking_account,24,critical_account,others,6314,less_than_100_dm,unemployed,4,male_single,co_applicant,2,unknown_or_no_property,27,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,0,1
666,0_to_200_dm,30,all_credits_paid_back,furniture_equipment,3496,greater_than_1000_dm,1_4_years,4,male_single,none,2,car_or_other,34,stores,own,1,skilled_employee,2,yes,yes,0,1
667,no_checking_account,48,all_credits_paid_back,business,3609,less_than_100_dm,1_4_years,1,female_divorced_separated_married,none,1,real_estate,27,stores,own,1,skilled_employee,1,none,yes,0,1
668,less_than_0_dm,12,critical_account,car_new,4843,less_than_100_dm,7_more_years,3,male_single,co_applicant,4,savings_agreement_life_insurance,43,none,rent,2,skilled_employee,1,yes,yes,1,2
669,greater_than_200_dm,30,critical_account,radio_television,3017,less_than_100_dm,7_more_years,4,male_single,none,4,savings_agreement_life_insurance,47,none,own,1,skilled_employee,1,none,yes,0,1
670,no_checking_account,24,critical_account,business,4139,100_to_500_dm,1_4_years,3,male_single,none,3,savings_agreement_life_insurance,27,none,own,2,unskilled_resident,1,yes,yes,0,1
671,no_checking_account,36,existing_credits_paid_back_till_now,business,5742,100_to_500_dm,4_7_years,2,male_single,none,2,car_or_other,31,none,own,2,skilled_employee,1,yes,yes,0,1
672,no_checking_account,60,existing_credits_paid_back_till_now,car_new,10366,less_than_100_dm,7_more_years,2,male_single,none,4,savings_agreement_life_insurance,42,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
673,no_checking_account,6,critical_account,car_new,2080,500_to_1000_dm,1_4_years,1,male_married_widowed,none,2,car_or_other,24,none,own,1,skilled_employee,1,none,yes,0,1
674,no_checking_account,21,delay_in_past,business,2580,500_to_1000_dm,0_1_year,4,male_single,none,2,real_estate,41,bank,own,1,unskilled_resident,2,none,yes,1,2
675,no_checking_account,30,critical_account,radio_television,4530,less_than_100_dm,4_7_years,4,female_divorced_separated_married,none,4,car_or_other,26,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,0,1
676,no_checking_account,24,critical_account,furniture_equipment,5150,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,33,none,own,1,skilled_employee,1,yes,yes,0,1
677,0_to_200_dm,72,existing_credits_paid_back_till_now,radio_television,5595,100_to_500_dm,1_4_years,2,male_married_widowed,none,2,car_or_other,24,none,own,1,skilled_employee,1,none,yes,1,2
678,less_than_0_dm,24,existing_credits_paid_back_till_now,radio_television,2384,less_than_100_dm,7_more_years,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled_resident,1,none,yes,0,1
679,no_checking_account,18,existing_credits_paid_back_till_now,radio_television,1453,less_than_100_dm,0_1_year,3,female_divorced_separated_married,none,1,real_estate,26,none,own,1,skilled_employee,1,none,yes,0,1
680,no_checking_account,6,existing_credits_paid_back_till_now,education,1538,less_than_100_dm,0_1_year,1,female_divorced_separated_married,none,2,unknown_or_no_property,56,none,own,1,skilled_employee,1,none,yes,0,1
681,no_checking_account,12,existing_credits_paid_back_till_now,radio_television,2279,unknown_or_no_savings_account,1_4_years,4,male_single,none,4,unknown_or_no_property,37,none,for_free,1,skilled_employee,1,yes,yes,0,1
682,no_checking_account,15,delay_in_past,radio_television,1478,less_than_100_dm,1_4_years,4,male_married_widowed,none,3,real_estate,33,bank,own,2,skilled_employee,1,none,yes,0,1
683,no_checking_account,24,critical_account,radio_television,5103,less_than_100_dm,0_1_year,3,male_married_widowed,none,3,unknown_or_no_property,47,none,for_free,3,skilled_employee,1,yes,yes,0,1
684,0_to_200_dm,36,delay_in_past,business,9857,100_to_500_dm,4_7_years,1,male_single,none,3,savings_agreement_life_insurance,31,none,own,2,unskilled_resident,2,yes,yes,0,1
685,no_checking_account,60,existing_credits_paid_back_till_now,car_new,6527,unknown_or_no_savings_account,1_4_years,4,male_single,none,4,unknown_or_no_property,34,none,for_free,1,skilled_employee,2,yes,yes,0,1
686,greater_than_200_dm,10,critical_account,radio_television,1347,unknown_or_no_savings_account,4_7_years,4,male_single,none,2,savings_agreement_life_insurance,27,none,own,2,skilled_employee,1,yes,yes,0,1
687,0_to_200_dm,36,delay_in_past,car_new,2862,100_to_500_dm,7_more_years,4,male_single,none,3,unknown_or_no_property,30,none,for_free,1,skilled_employee,1,none,yes,0,1
688,no_checking_account,9,existing_credits_paid_back_till_now,radio_television,2753,100_to_500_dm,7_more_years,3,male_single,co_applicant,4,car_or_other,35,none,own,1,skilled_employee,1,yes,yes,0,1
689,less_than_0_dm,12,existing_credits_paid_back_till_now,car_new,3651,greater_than_1000_dm,1_4_years,1,male_single,none,3,savings_agreement_life_insurance,31,none,own,1,skilled_employee,2,none,yes,0,1
690,less_than_0_dm,15,critical_account,furniture_equipment,975,less_than_100_dm,1_4_years,2,male_divorced_separated,none,3,savings_agreement_life_insurance,25,none,own,2,skilled_employee,1,none,yes,0,1
691,0_to_200_dm,15,existing_credits_paid_back_till_now,repairs,2631,100_to_500_dm,1_4_years,3,female_divorced_separated_married,none,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,0,1
692,0_to_200_dm,24,existing_credits_paid_back_till_now,radio_television,2896,100_to_500_dm,0_1_year,2,male_single,none,1,car_or_other,29,none,own,1,skilled_employee,1,none,yes,0,1
693,less_than_0_dm,6,critical_account,car_new,4716,unknown_or_no_savings_account,0_1_year,1,male_single,none,3,real_estate,44,none,own,2,unskilled_resident,2,none,yes,0,1
694,no_checking_account,24,existing_credits_paid_back_till_now,radio_television,2284,less_than_100_dm,4_7_years,4,male_single,none,2,car_or_other,28,none,own,1,skilled_employee,1,yes,yes,0,1
695,no_checking_account,6,existing_credits_paid_back_till_now,car_used,1236,500_to_1000_dm,1_4_years,2,male_single,none,4,savings_agreement_life_insurance,50,none,rent,1,skilled_employee,1,none,yes,0,1
696,0_to_200_dm,12,existing_credits_paid_back_till_now,radio_television,1103,less_than_100_dm,4_7_years,4,male_single,guarantor,3,real_estate,29,none,own,2,skilled_employee,1,none,no,0,1
697,no_checking_account,12,critical_account,car_new,926,less_than_100_dm,unemployed,1,female_divorced_separated_married,none,2,savings_agreement_life_insurance,38,none,own,1,unemployed_unskilled_non_resident,1,none,yes,0,1
698,no_checking_account,18,critical_account,radio_television,1800,less_than_100_dm,1_4_years,4,male_single,none,2,car_or_other,24,none,own,2,skilled_employee,1,none,yes,0,1
699,greater_than_200_dm,15,existing_credits_paid_back_till_now,education,1905,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,40,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,0,1
700,no_checking_account,12,existing_credits_paid_back_till_now,furniture_equipment,1123,500_to_1000_dm,1_4_years,4,female_divorced_separated_married,none,4,car_or_other,29,none,rent,1,unskilled_resident,1,none,yes,1,2
701,less_than_0_dm,48,critical_account,car_used,6331,less_than_100_dm,7_more_years,4,male_single,none,4,unknown_or_no_property,46,none,for_free,2,skilled_employee,1,yes,yes,1,2
702,greater_than_200_dm,24,existing_credits_paid_back_till_now,radio_television,1377,100_to_500_dm,7_more_years,4,female_divorced_separated_married,none,2,unknown_or_no_property,47,none,for_free,1,skilled_employee,1,yes,yes,0,1
703,0_to_200_dm,30,delay_in_past,business,2503,100_to_500_dm,7_more_years,4,male_single,none,2,savings_agreement_life_insurance,41,stores,own,2,skilled_employee,1,none,yes,0,1
704,0_to_200_dm,27,existing_credits_paid_back_till_now,business,2528,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,1,savings_agreement_life_insurance,32,none,own,1,skilled_employee,2,yes,yes,0,1
705,no_checking_account,15,existing_credits_paid_back_till_now,car_new,5324,500_to_1000_dm,7_more_years,1,female_divorced_separated_married,none,4,unknown_or_no_property,35,none,for_free,1,skilled_employee,1,none,yes,0,1
706,0_to_200_dm,48,existing_credits_paid_back_till_now,car_new,6560,100_to_500_dm,4_7_years,3,male_single,none,2,savings_agreement_life_insurance,24,none,own,1,skilled_employee,1,none,yes,1,2
707,0_to_200_dm,12,no_credits_taken,furniture_equipment,2969,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,3,savings_agreement_life_insurance,25,none,rent,2,skilled_employee,1,none,yes,1,2
708,0_to_200_dm,9,existing_credits_paid_back_till_now,radio_television,1206,less_than_100_dm,7_more_years,4,female_divorced_separated_married,none,4,real_estate,25,none,own,1,skilled_employee,1,none,yes,0,1
709,0_to_200_dm,9,existing_credits_paid_back_till_now,radio_television,2118,less_than_100_dm,1_4_years,2,male_single,none,2,real_estate,37,none,own,1,unskilled_resident,2,none,yes,0,1
710,no_checking_account,18,critical_account,radio_television,629,500_to_1000_dm,7_more_years,4,male_single,none,3,savings_agreement_life_insurance,32,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,0,1
711,less_than_0_dm,6,all_credits_paid_back,education,1198,less_than_100_dm,7_more_years,4,female_divorced_separated_married,none,4,unknown_or_no_property,35,none,for_free,1,skilled_employee,1,none,yes,1,2
712,no_checking_account,21,existing_credits_paid_back_till_now,car_used,2476,unknown_or_no_savings_account,7_more_years,4,male_single,none,4,real_estate,46,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
713,less_than_0_dm,9,critical_account,radio_television,1138,less_than_100_dm,1_4_years,4,male_single,none,4,real_estate,25,none,own,2,unskilled_resident,1,none,yes,0,1
714,0_to_200_dm,60,existing_credits_paid_back_till_now,car_new,14027,less_than_100_dm,4_7_years,4,male_single,none,2,unknown_or_no_property,27,none,own,1,management_self_employed_highly_qualified,1,yes,yes,1,2
715,no_checking_account,30,critical_account,car_used,7596,unknown_or_no_savings_account,7_more_years,1,male_single,none,4,car_or_other,63,none,own,2,skilled_employee,1,none,yes,0,1
716,no_checking_account,30,critical_account,radio_television,3077,unknown_or_no_savings_account,7_more_years,3,male_single,none,2,car_or_other,40,none,own,2,skilled_employee,2,yes,yes,0,1
717,no_checking_account,18,existing_credits_paid_back_till_now,radio_television,1505,less_than_100_dm,1_4_years,4,male_single,none,2,unknown_or_no_property,32,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,0,1
718,greater_than_200_dm,24,critical_account,radio_television,3148,unknown_or_no_savings_account,1_4_years,3,male_single,none,2,car_or_other,31,none,own,2,skilled_employee,1,yes,yes,0,1
719,0_to_200_dm,20,no_credits_taken,car_used,6148,100_to_500_dm,7_more_years,3,male_married_widowed,none,4,car_or_other,31,bank,own,2,skilled_employee,1,yes,yes,0,1
720,greater_than_200_dm,9,no_credits_taken,radio_television,1337,less_than_100_dm,0_1_year,4,male_single,none,2,car_or_other,34,none,own,2,management_self_employed_highly_qualified,1,yes,yes,1,2
721,0_to_200_dm,6,all_credits_paid_back,education,433,greater_than_1000_dm,0_1_year,4,female_divorced_separated_married,none,2,savings_agreement_life_insurance,24,bank,rent,1,skilled_employee,2,none,yes,1,2
722,less_than_0_dm,12,existing_credits_paid_back_till_now,car_new,1228,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,2,real_estate,24,none,own,1,unskilled_resident,1,none,yes,1,2
723,0_to_200_dm,9,existing_credits_paid_back_till_now,radio_television,790,500_to_1000_dm,1_4_years,4,female_divorced_separated_married,none,3,real_estate,66,none,own,1,unskilled_resident,1,none,yes,0,1
724,no_checking_account,27,existing_credits_paid_back_till_now,car_new,2570,less_than_100_dm,1_4_years,3,female_divorced_separated_married,none,3,real_estate,21,none,rent,1,skilled_employee,1,none,yes,1,2
725,no_checking_account,6,critical_account,car_new,250,greater_than_1000_dm,1_4_years,2,female_divorced_separated_married,none,2,real_estate,41,bank,own,2,unskilled_resident,1,none,yes,0,1
726,no_checking_account,15,critical_account,radio_television,1316,500_to_1000_dm,1_4_years,2,male_married_widowed,none,2,savings_agreement_life_insurance,47,none,own,2,unskilled_resident,1,none,yes,0,1
727,less_than_0_dm,18,existing_credits_paid_back_till_now,radio_television,1882,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,4,car_or_other,25,bank,rent,2,skilled_employee,1,none,yes,1,2
728,0_to_200_dm,48,all_credits_paid_back,business,6416,less_than_100_dm,7_more_years,4,female_divorced_separated_married,none,3,unknown_or_no_property,59,none,rent,1,skilled_employee,1,none,yes,1,2
729,greater_than_200_dm,24,critical_account,business,1275,greater_than_1000_dm,1_4_years,2,male_divorced_separated,none,4,real_estate,36,none,own,2,skilled_employee,1,yes,yes,0,1
730,0_to_200_dm,24,delay_in_past,radio_television,6403,less_than_100_dm,0_1_year,1,male_single,none,2,car_or_other,33,none,own,1,skilled_employee,1,none,yes,0,1
731,less_than_0_dm,24,existing_credits_paid_back_till_now,radio_television,1987,less_than_100_dm,1_4_years,2,male_single,none,4,real_estate,21,none,rent,1,unskilled_resident,2,none,yes,1,2
732,0_to_200_dm,8,existing_credits_paid_back_till_now,radio_television,760,less_than_100_dm,4_7_years,4,female_divorced_separated_married,guarantor,2,real_estate,44,none,own,1,unskilled_resident,1,none,yes,0,1
733,no_checking_account,24,existing_credits_paid_back_till_now,car_used,2603,greater_than_1000_dm,1_4_years,2,female_divorced_separated_married,none,4,car_or_other,28,none,rent,1,skilled_employee,1,yes,yes,0,1
734,no_checking_account,4,critical_account,car_new,3380,less_than_100_dm,4_7_years,1,female_divorced_separated_married,none,1,real_estate,37,none,own,1,skilled_employee,2,none,yes,0,1
735,0_to_200_dm,36,all_credits_paid_back,domestic_appliances,3990,unknown_or_no_savings_account,0_1_year,3,female_divorced_separated_married,none,2,unknown_or_no_property,29,bank,own,1,unemployed_unskilled_non_resident,1,none,yes,0,1
736,0_to_200_dm,24,existing_credits_paid_back_till_now,car_used,11560,less_than_100_dm,1_4_years,1,female_divorced_separated_married,none,4,car_or_other,23,none,rent,2,management_self_employed_highly_qualified,1,none,yes,1,2
737,less_than_0_dm,18,existing_credits_paid_back_till_now,car_new,4380,100_to_500_dm,1_4_years,3,male_single,none,4,car_or_other,35,none,own,1,unskilled_resident,2,yes,yes,0,1
738,no_checking_account,6,critical_account,car_new,6761,less_than_100_dm,4_7_years,1,male_single,none,3,unknown_or_no_property,45,none,own,2,management_self_employed_highly_qualified,2,yes,yes,0,1
